subsystem	component	bundle_path	adapted_system_types	component_dependency_count	component_dependencies	third_party_dependency_count	third_party_dependencies	sub_component_target_count	sub_component_targets	inner_kit_count	test_entry_count	test_entries
graphic	graphic_utils_lite	foundation/graphic/graphic_utils_lite/bundle.json	mini,small	3	hilog_lite,drivers_peripheral_display,bounds_checking_function	0		2	//foundation/graphic/graphic_utils_lite:utils_lite,//foundation/graphic/graphic_utils_lite/test:graphic_utils_lite_test	1	0	
graphic	graphics_effect	foundation/graphic/graphics_effect/bundle.json	standard	9	bounds_checking_function,c_utils,graphic_2d,hitrace,hilog,init,openssl,skia,libxml2	0		1	//foundation/graphic/graphics_effect:graphics_effect_core	1	1	//foundation/graphic/graphics_effect/test:test
graphic	surface_lite	foundation/graphic/surface_lite/bundle.json	small	3	drivers_peripheral_display,graphic_utils_lite,ipc	1	bounds_checking_function	2	//foundation/graphic/surface_lite:surface_lite,//foundation/graphic/surface_lite/test:surface_lite_test	0	0	
hdf	drivers_devhost	drivers/peripheral/devhost/bundle.json	standard	6	hdf_core,hilog,c_utils,init,ipc,bounds_checking_function	0		1	//drivers/peripheral/devhost:entry	0	0	
hdf	drivers_interface_act_recg	drivers/interface/activity_recognition/bundle.json	small,standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/activity_recognition/v1_0:ar_idl_target	3	0	
hdf	drivers_interface_audio	drivers/interface/audio/bundle.json	small,standard	3	c_utils,hdf_core,hilog	0		3	//drivers/interface/audio/effect/v1_0:libeffect_proxy_1.0,//drivers/interface/audio/v6_0:libaudio_proxy_6.0,//drivers/interface/audio/v6_1:libaudio_proxy_6.1	10	0	
hdf	drivers_interface_battery	drivers/interface/battery/bundle.json	small,standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/battery/v2_0:battery_idl_target	3	0	
hdf	drivers_interface_bluetooth	drivers/interface/bluetooth/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		3	//drivers/interface/bluetooth/hci/v1_0:bluetooth_hci_idl_target,//drivers/interface/bluetooth/a2dp/v2_0:bluetooth_a2dp_idl_target,//drivers/interface/bluetooth/lp_ble/v1_0:bluetooth_lp_ble_idl_target	10	0	
hdf	drivers_interface_camera	drivers/interface/camera/bundle.json	small,standard	6	ipc,hdf_core,hilog,c_utils,graphic_surface,bounds_checking_function	0		19	//drivers/interface/camera/metadata/v1_0:camera_vendor_tag_idl_target,//drivers/interface/camera/v1_6:camera_idl_target,//drivers/interface/camera/v1_5:camera_idl_target,//drivers/interface/camera/v1_4:camera_idl_target,//drivers/interface/camera/v1_3:camera_idl_target,//drivers/interface/camera/v1_2:camera_idl_target,//drivers/interface/camera/v1_1:camera_idl_target,//drivers/interface/camera/v1_0:camera_idl_target,//drivers/interface/camera/sequenceable/buffer_producer:libbuffer_producer_sequenceable_1.0,//drivers/interface/camera/sequenceable/buffer_handle:libbuffer_handle_sequenceable_1.0,//drivers/interface/camera/sequenceable/map_data:libmap_data_sequenceable_1.0,//drivers/interface/camera/metadata:metadata,//drivers/interface/camera/v1_6:libcamera_stub_1.6,//drivers/interface/camera/v1_5:libcamera_stub_1.5,//drivers/interface/camera/v1_4:libcamera_stub_1.4,//drivers/interface/camera/v1_3:libcamera_stub_1.3,//drivers/interface/camera/v1_2:libcamera_stub_1.2,//drivers/interface/camera/v1_1:libcamera_stub_1.1,//drivers/interface/camera/v1_0:libcamera_stub_1.0	27	0	
hdf	drivers_interface_codec	drivers/interface/codec/bundle.json	standard,small	4	ipc,hdf_core,hilog,c_utils	0		3	//drivers/interface/codec/v4_0:codec_idl_target,//drivers/interface/codec/image/v2_1:image_idl_target,//drivers/interface/codec/zcodec/v1_0:zcodec_idl_target	10	0	
hdf	drivers_interface_connected_nfc_tag	drivers/interface/connected_nfc_tag/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		3	//drivers/interface/connected_nfc_tag/v1_0:connected_nfc_tag_idl_target,//drivers/interface/connected_nfc_tag/v1_1:connected_nfc_tag_idl_target,//drivers/interface/connected_nfc_tag/v1_1:libconnected_nfc_tag_stub_1.1	5	0	
hdf	drivers_interface_display	drivers/interface/display/bundle.json	small,standard	8	bounds_checking_function,hdf_core,hilog,c_utils,ipc,graphic_surface,init,hitrace	0		28	//drivers/interface/display/buffer/v1_0:display_buffer_idl_target,//drivers/interface/display/buffer/v1_0:libdisplay_buffer_hdi_impl,//drivers/interface/display/buffer/v1_1:display_buffer_idl_target,//drivers/interface/display/buffer/v1_1:libdisplay_buffer_hdi_impl_v1_1,//drivers/interface/display/buffer/v1_2:display_buffer_idl_target,//drivers/interface/display/buffer/v1_2:libdisplay_buffer_hdi_impl_v1_2,//drivers/interface/display/buffer/v1_3:display_buffer_idl_target,//drivers/interface/display/buffer/v1_3:libdisplay_buffer_hdi_impl_v1_3,//drivers/interface/display/buffer/v1_4:display_buffer_idl_target,//drivers/interface/display/buffer/v1_4:libdisplay_buffer_hdi_impl_v1_4,//drivers/interface/display/composer/cache_manager:libcomposer_buffer_cache,//drivers/interface/display/composer/v1_0:display_composer_idl_target,//drivers/interface/display/composer/v1_1:display_composer_idl_target,//drivers/interface/display/composer/v1_1:libdisplay_composer_hdi_impl_1.1,//drivers/interface/display/composer/v1_2:display_composer_idl_target,//drivers/interface/display/composer/v1_2:libdisplay_composer_hdi_impl_1.2,//drivers/interface/display/composer/v1_3:display_composer_idl_target,//drivers/interface/display/composer/v1_3:libdisplay_composer_hdi_impl_1.3,//drivers/interface/display/composer/v1_4:display_composer_idl_target,//drivers/interface/display/composer/v1_4:libdisplay_composer_hdi_impl_1.4,//drivers/interface/display/composer/v1_5:display_composer_idl_target,//drivers/interface/display/composer/v1_5:libdisplay_composer_hdi_impl_1.5,//drivers/interface/display/graphic/common/v1_0:display_commontype_idl_target,//drivers/interface/display/graphic/common/v1_1:display_commontype_idl_target,//drivers/interface/display/graphic/common/v2_0:display_commontype_idl_target,//drivers/interface/display/graphic/common/v2_1:display_commontype_idl_target,//drivers/interface/display/graphic/common/v2_2:display_commontype_idl_target,//drivers/interface/display/graphic/common/v2_3:display_commontype_idl_target	62	0	
hdf	drivers_interface_distributed_audio	drivers/interface/distributed_audio/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		4	//drivers/interface/distributed_audio/audio/v1_0:daudio_idl_target,//drivers/interface/distributed_audio/audio/v2_0:daudio_idl_target,//drivers/interface/distributed_audio/audioext/v2_1:daudioext_idl_target,//drivers/interface/distributed_audio/audioext/v3_0:daudioext_idl_target	9	0	
hdf	drivers_interface_distributed_camera	drivers/interface/distributed_camera/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/distributed_camera/v1_1:distributed_camera_provider_idl_target	3	0	
hdf	drivers_interface_drm	drivers/interface/drm/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		4	//drivers/interface/drm/v1_0:drm_idl_target,//drivers/interface/drm/v1_0:libdrm_stub_1.0,//drivers/interface/drm/v1_1:drm_idl_target,//drivers/interface/drm/v1_1:libdrm_stub_1.1	6	0	
hdf	drivers_interface_ethernet	drivers/interface/ethernet/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/ethernet/v1_0:ethernet_idl_target	3	0	
hdf	drivers_interface_face_auth	drivers/interface/face_auth/bundle.json	standard	6	ipc,hdf_core,hilog,c_utils,graphic_surface,drivers_interface_camera	0		1	//drivers/interface/face_auth/v3_0:face_auth_idl_target	3	0	
hdf	drivers_interface_fingerprint_auth	drivers/interface/fingerprint_auth/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/fingerprint_auth/v2_0:fingerprint_auth_idl_target	3	0	
hdf	drivers_interface_huks	drivers/interface/huks/bundle.json	standard	3	hdf_core,hilog,c_utils	0		2	//drivers/interface/huks/v1_1:huks_idl_target,//drivers/interface/huks/v1_2:huks_idl_target	4	0	
hdf	drivers_interface_input	drivers/interface/input/bundle.json	standard,small	4	c_utils,ipc,hdf_core,hilog	0		3	//drivers/interface/input/v1_0:input_idl_target,//drivers/interface/input/ddk/v1_0:hid_ddk_idl_target,//drivers/interface/input/ddk/v1_1:hid_ddk_idl_target	8	0	
hdf	drivers_interface_intelligent_voice	drivers/interface/intelligent_voice/bundle.json	standard	4	c_utils,hdf_core,hilog,ipc	0		7	//drivers/interface/intelligent_voice/engine/v1_3:intell_voice_engine_idl_target,//drivers/interface/intelligent_voice/engine/v1_2:intell_voice_engine_idl_target,//drivers/interface/intelligent_voice/engine/v1_1:intell_voice_engine_idl_target,//drivers/interface/intelligent_voice/engine/v1_0:intell_voice_engine_idl_target,//drivers/interface/intelligent_voice/trigger/v1_2:intell_voice_trigger_idl_target,//drivers/interface/intelligent_voice/trigger/v1_1:intell_voice_trigger_idl_target,//drivers/interface/intelligent_voice/trigger/v1_0:intell_voice_trigger_idl_target	21	0	
hdf	drivers_interface_light	drivers/interface/light/bundle.json	standard,small,mini	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/light/v1_0:light_idl_target	3	0	
hdf	drivers_interface_location_agnss	drivers/interface/location/agnss/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		2	//drivers/interface/location/agnss/v2_0:location_agnss_idl_target,//drivers/interface/location/agnss/v2_1:location_agnss_idl_target	6	0	
hdf	drivers_interface_location_geofence	drivers/interface/location/geofence/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/location/geofence/v2_0:location_geofence_idl_target	3	0	
hdf	drivers_interface_location_gnss	drivers/interface/location/gnss/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/location/gnss/v2_0:location_gnss_idl_target	3	0	
hdf	drivers_interface_lpfence	drivers/interface/location/lpfence/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		6	//drivers/interface/location/lpfence/cellbatching/v1_0:lpfence_cellbatching_idl_target,//drivers/interface/location/lpfence/cellfence/v1_0:lpfence_cellfence_idl_target,//drivers/interface/location/lpfence/geofence/v1_0:lpfence_geofence_idl_target,//drivers/interface/location/lpfence/wififence/v1_0:lpfence_wififence_idl_target,//drivers/interface/location/lpfence/safe_location/v1_0:lpfence_safe_location_idl_target,//drivers/interface/location/lpfence/mntn/v1_0:lpfence_mntn_idl_target	18	0	
hdf	drivers_interface_lpplayer	drivers/interface/low_power_player/bundle.json	standard,small	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/low_power_player/v1_0:low_power_player_idl_target	3	0	
hdf	drivers_interface_memorytracker	drivers/interface/memorytracker/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/memorytracker/v1_0:memorytracker_idl_target	3	0	
hdf	drivers_interface_midi	drivers/interface/midi/bundle.json	small,standard,mini	3	c_utils,hdf_core,hilog	0		1	//drivers/interface/midi/v1_0:midi_idl_target	2	0	
hdf	drivers_interface_motion	drivers/interface/motion/bundle.json	standard,small	4	ipc,hdf_core,hilog,c_utils	0		2	//drivers/interface/motion/v1_0:motion_idl_target,//drivers/interface/motion/v1_1:motion_idl_target	6	0	
hdf	drivers_interface_nfc	drivers/interface/nfc/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		2	//drivers/interface/nfc/v1_1:nfc_idl_target,//drivers/interface/nfc/v1_1:libnfc_stub_1.1	3	0	
hdf	drivers_interface_nnrt	drivers/interface/nnrt/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		3	//drivers/interface/nnrt/v1_0:nnrt_idl_target,//drivers/interface/nnrt/v2_0:nnrt_idl_target,//drivers/interface/nnrt/v2_1:nnrt_idl_target	9	0	
hdf	drivers_interface_partitionslot	drivers/interface/partitionslot/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/partitionslot/v1_0:partitionslot_idl_target	3	0	
hdf	drivers_interface_pin_auth	drivers/interface/pin_auth/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/pin_auth/v3_0:pin_auth_idl_target	3	0	
hdf	drivers_interface_power	drivers/interface/power/bundle.json	small,standard	4	ipc,hdf_core,hilog,c_utils	0		3	//drivers/interface/power/v1_0:power_idl_target,//drivers/interface/power/v1_2:power_idl_target,//drivers/interface/power/v1_3:power_idl_target	9	0	
hdf	drivers_interface_ril	drivers/interface/ril/bundle.json	standard	4	c_utils,hilog,hdf_core,ipc	0		5	//drivers/interface/ril/v1_1:ril_idl_target,//drivers/interface/ril/v1_2:ril_idl_target,//drivers/interface/ril/v1_3:ril_idl_target,//drivers/interface/ril/v1_4:ril_idl_target,//drivers/interface/ril/v1_5:ril_idl_target	15	0	
hdf	drivers_interface_secure_element	drivers/interface/secure_element/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		2	//drivers/interface/secure_element/v1_0:secure_element_idl_target,//drivers/interface/secure_element/sim_secure_element/v1_0:sim_secure_element_idl_target	6	0	
hdf	drivers_interface_sensor	drivers/interface/sensor/bundle.json	standard,small	4	ipc,hdf_core,hilog,c_utils	0		3	//drivers/interface/sensor/v3_0:sensor_idl_target,//drivers/interface/sensor/v3_1:sensor_idl_target,//drivers/interface/sensor/convert/v1_0:sensor_convert_idl_target	7	0	
hdf	drivers_interface_serial	drivers/interface/serial/bundle.json	standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/serial/v1_0:serials_idl_target	2	0	
hdf	drivers_interface_thermal	drivers/interface/thermal/bundle.json	small,standard	4	ipc,hdf_core,hilog,c_utils	0		1	//drivers/interface/thermal/v1_1:thermal_idl_target	3	0	
hdf	drivers_interface_usb	drivers/interface/usb/bundle.json	standard,small	4	c_utils,ipc,hdf_core,hilog	0		10	//drivers/interface/usb/v1_0:usb_idl_target,//drivers/interface/usb/v1_1:usb_idl_target,//drivers/interface/usb/v1_2:usb_idl_target,//drivers/interface/usb/v2_0:usb_idl_target,//drivers/interface/usb/v2_1:usb_idl_target,//drivers/interface/usb/serial/v1_0:serial_idl_target,//drivers/interface/usb/gadget/mtp/v1_0:usbfn_mtp_idl_target,//drivers/interface/usb/ddk/v1_0:usb_ddk_idl_target,//drivers/interface/usb/ddk/v1_1:usb_ddk_idl_target,//drivers/interface/usb/ddk/v1_2:usb_ddk_idl_target	35	0	
